Voting_Preference,State_Code_FIPS,Year_of_Study,Thermometer_Liberals,Thermometer_Conservatives,Thermometer_Gays_and_Lesbians,Thermometer_Feminists
Democrat,39.0,2016,85.0,30.0,70.0,60.0
Did not vote,34.0,2016,99.0,99.0,99.0,99.0
Democrat,17.0,2016,50.0,40.0,60.0,60.0
Democrat,48.0,2016,50.0,50.0,15.0,27.0
Did not vote,21.0,2016,99.0,99.0,99.0,99.0
Did not vote,34.0,2016,70.0,85.0,50.0,85.0
Republican,25.0,2016,50.0,50.0,50.0,50.0
Democrat,6.0,2016,60.0,30.0,85.0,70.0
Did not vote,41.0,2016,2.0,84.0,51.0,41.0
Did not vote,6.0,2016,70.0,50.0,70.0,85.0
Democrat,39.0,2016,50.0,20.0,97.0,80.0
Democrat,39.0,2016,54.0,53.0,54.0,80.0
Did not vote,37.0,2016,0.0,97.0,50.0,50.0
Democrat,48.0,2016,50.0,50.0,51.0,60.0
Did not vote,29.0,2016,50.0,40.0,70.0,15.0
Republican,13.0,2016,15.0,30.0,0.0,0.0
Did not vote,17.0,2016,0.0,1.0,0.0,0.0
Republican,26.0,2016,15.0,70.0,40.0,30.0
Republican,39.0,2016,0.0,85.0,15.0,40.0
Democrat,42.0,2016,85.0,30.0,85.0,70.0
Democrat,55.0,2016,72.0,32.0,52.0,62.0
Did not vote,6.0,2016,30.0,60.0,15.0,0.0
Did not vote,25.0,2016,99.0,99.0,99.0,99.0
Republican,42.0,2016,31.0,70.0,40.0,50.0
Democrat,50.0,2016,70.0,50.0,50.0,40.0
Republican,18.0,2016,15.0,97.0,30.0,60.0
Did not vote,6.0,2016,50.0,50.0,30.0,50.0
Republican,49.0,2016,32.0,92.0,5.0,72.0
Republican,47.0,2016,30.0,85.0,50.0,30.0
Did not vote,36.0,2016,60.0,60.0,50.0,70.0
Major Third Party,6.0,2016,85.0,85.0,85.0,85.0
Republican,40.0,2016,52.0,60.0,87.0,41.0
Republican,6.0,2016,30.0,50.0,60.0,60.0
Democrat,41.0,2016,97.0,0.0,97.0,97.0
Did not vote,29.0,2016,99.0,99.0,99.0,99.0
Democrat,23.0,2016,35.0,65.0,97.0,97.0
Democrat,26.0,2016,85.0,40.0,97.0,90.0
Democrat,6.0,2016,85.0,38.0,99.0,99.0
Democrat,53.0,2016,52.0,41.0,85.0,40.0
Republican,30.0,2016,1.0,96.0,50.0,40.0
Democrat,48.0,2016,40.0,52.0,89.0,72.0
Democrat,16.0,2016,60.0,50.0,60.0,40.0
Democrat,6.0,2016,75.0,14.0,68.0,87.0
Did not vote,6.0,2016,99.0,99.0,99.0,99.0
Major Third Party,17.0,2016,85.0,97.0,85.0,97.0
Major Third Party,47.0,2016,70.0,40.0,97.0,0.0
Republican,42.0,2016,97.0,56.0,97.0,88.0
Democrat,51.0,2016,70.0,60.0,85.0,70.0
Did not vote,12.0,2016,50.0,50.0,50.0,50.0
Democrat,21.0,2016,97.0,40.0,97.0,85.0
Democrat,41.0,2016,52.0,84.0,17.0,51.0
Republican,17.0,2016,40.0,70.0,70.0,40.0
Democrat,34.0,2016,85.0,70.0,70.0,70.0
Democrat,6.0,2016,85.0,16.0,97.0,96.0
Democrat,51.0,2016,50.0,50.0,60.0,40.0
Republican,39.0,2016,30.0,50.0,50.0,30.0
Democrat,44.0,2016,97.0,97.0,97.0,97.0
Did not vote,42.0,2016,50.0,50.0,85.0,50.0
Democrat,27.0,2016,50.0,50.0,70.0,60.0
Republican,19.0,2016,1.0,97.0,53.0,52.0
Republican,24.0,2016,60.0,70.0,50.0,40.0
Democrat,28.0,2016,97.0,50.0,50.0,60.0
Republican,6.0,2016,30.0,85.0,50.0,70.0
Republican,5.0,2016,15.0,70.0,40.0,30.0
Did not vote,42.0,2016,60.0,60.0,60.0,50.0
Did not vote,39.0,2016,16.0,61.0,50.0,50.0
Republican,24.0,2016,15.0,70.0,97.0,70.0
Did not vote,31.0,2016,50.0,50.0,50.0,50.0
Democrat,42.0,2016,60.0,45.0,70.0,16.0
Did not vote,17.0,2016,99.0,99.0,99.0,99.0
Republican,21.0,2016,40.0,60.0,50.0,50.0
Democrat,39.0,2016,51.0,61.0,62.0,87.0
Republican,12.0,2016,15.0,91.0,62.0,51.0
Republican,6.0,2016,32.0,97.0,6.0,60.0
Democrat,16.0,2016,99.0,99.0,99.0,99.0
Did not vote,12.0,2016,97.0,70.0,50.0,85.0
Democrat,41.0,2016,70.0,30.0,85.0,85.0
Republican,8.0,2016,50.0,70.0,50.0,70.0
Democrat,1.0,2016,30.0,60.0,60.0,60.0
Republican,20.0,2016,15.0,85.0,60.0,30.0
Republican,39.0,2016,15.0,85.0,40.0,30.0
Did not vote,34.0,2016,99.0,99.0,99.0,99.0
Democrat,37.0,2016,50.0,50.0,0.0,50.0
Republican,44.0,2016,32.0,85.0,72.0,40.0
Republican,42.0,2016,50.0,0.0,0.0,50.0
Did not vote,48.0,2016,50.0,85.0,50.0,30.0
Did not vote,55.0,2016,50.0,85.0,50.0,85.0
Republican,6.0,2016,15.0,85.0,50.0,50.0
Did not vote,42.0,2016,51.0,50.0,1.0,51.0
Democrat,39.0,2016,61.0,60.0,97.0,84.0
Did not vote,48.0,2016,50.0,50.0,50.0,50.0
Republican,12.0,2016,49.0,78.0,97.0,74.0
Republican,37.0,2016,45.0,45.0,80.0,45.0
Republican,36.0,2016,60.0,50.0,85.0,99.0
Republican,4.0,2016,30.0,85.0,30.0,15.0
Republican,12.0,2016,45.0,85.0,0.0,50.0
Did not vote,42.0,2016,50.0,60.0,50.0,50.0
Did not vote,36.0,2016,99.0,99.0,99.0,99.0
Republican,13.0,2016,15.0,60.0,40.0,30.0
Did not vote,13.0,2016,99.0,99.0,99.0,99.0
Democrat,12.0,2016,85.0,30.0,97.0,85.0
Democrat,6.0,2016,45.0,15.0,50.0,15.0
Democrat,29.0,2016,40.0,60.0,99.0,60.0
Did not vote,26.0,2016,99.0,99.0,99.0,99.0
Major Third Party,55.0,2016,64.0,73.0,76.0,60.0
Democrat,26.0,2016,70.0,40.0,60.0,70.0
Democrat,10.0,2016,93.0,34.0,86.0,77.0
Republican,37.0,2016,0.0,97.0,0.0,50.0
Did not vote,26.0,2016,50.0,70.0,0.0,30.0
Democrat,24.0,2016,50.0,50.0,50.0,50.0
Republican,48.0,2016,50.0,50.0,65.0,65.0
Republican,9.0,2016,31.0,69.0,85.0,41.0
Republican,12.0,2016,5.0,69.0,97.0,1.0
Democrat,29.0,2016,50.0,50.0,70.0,80.0
Major Third Party,42.0,2016,0.0,0.0,0.0,0.0
Republican,12.0,2016,40.0,85.0,85.0,51.0
Did not vote,8.0,2016,99.0,99.0,99.0,99.0
Democrat,41.0,2016,70.0,40.0,85.0,70.0
Major Third Party,6.0,2016,50.0,50.0,50.0,50.0
Did not vote,37.0,2016,50.0,0.0,50.0,50.0
Did not vote,12.0,2016,99.0,99.0,99.0,99.0
Democrat,13.0,2016,50.0,51.0,85.0,84.0
Democrat,6.0,2016,30.0,28.0,86.0,85.0
Republican,6.0,2016,29.0,86.0,50.0,40.0
Republican,39.0,2016,50.0,50.0,50.0,50.0
Republican,39.0,2016,15.0,85.0,40.0,15.0
Democrat,26.0,2016,85.0,40.0,85.0,60.0
Republican,55.0,2016,50.0,50.0,50.0,50.0
Democrat,45.0,2016,97.0,0.0,97.0,97.0
Democrat,42.0,2016,97.0,30.0,85.0,97.0
Democrat,25.0,2016,60.0,70.0,70.0,50.0
Democrat,28.0,2016,85.0,50.0,85.0,85.0
Did not vote,36.0,2016,85.0,85.0,85.0,70.0
Democrat,26.0,2016,85.0,0.0,97.0,97.0
Did not vote,6.0,2016,70.0,70.0,99.0,97.0
Republican,47.0,2016,0.0,97.0,0.0,0.0
Republican,39.0,2016,40.0,60.0,50.0,50.0
Republican,13.0,2016,15.0,70.0,50.0,30.0
Democrat,18.0,2016,39.0,63.0,51.0,50.0
Democrat,17.0,2016,85.0,42.0,85.0,84.0
Did not vote,25.0,2016,99.0,99.0,99.0,99.0
Republican,53.0,2016,70.0,70.0,97.0,80.0
Republican,39.0,2016,10.0,70.0,10.0,60.0
Democrat,36.0,2016,50.0,50.0,50.0,20.0
Republican,42.0,2016,60.0,85.0,85.0,40.0
Did not vote,6.0,2016,0.0,50.0,15.0,0.0
Republican,27.0,2016,48.0,47.0,17.0,59.0
Democrat,42.0,2016,70.0,60.0,85.0,85.0
Did not vote,27.0,2016,99.0,99.0,99.0,99.0
Did not vote,8.0,2016,99.0,99.0,99.0,99.0
Did not vote,37.0,2016,99.0,99.0,99.0,99.0
Did not vote,36.0,2016,30.0,84.0,50.0,30.0
Republican,45.0,2016,40.0,85.0,50.0,30.0
Democrat,45.0,2016,95.0,31.0,86.0,93.0
Republican,37.0,2016,18.0,82.0,2.0,50.0
Democrat,17.0,2016,50.0,50.0,25.0,51.0
Did not vote,26.0,2016,99.0,99.0,99.0,99.0
Republican,51.0,2016,15.0,97.0,15.0,15.0
Democrat,44.0,2016,80.0,10.0,50.0,70.0
Republican,1.0,2016,50.0,99.0,49.0,55.0
Did not vote,22.0,2016,99.0,99.0,99.0,99.0
Republican,48.0,2016,50.0,50.0,0.0,50.0
Democrat,6.0,2016,97.0,13.0,97.0,97.0
Did not vote,24.0,2016,60.0,40.0,60.0,50.0
Republican,32.0,2016,70.0,60.0,50.0,70.0
Democrat,36.0,2016,40.0,30.0,50.0,50.0
Did not vote,6.0,2016,87.0,30.0,84.0,97.0
Democrat,53.0,2016,85.0,40.0,60.0,85.0
Democrat,12.0,2016,85.0,1.0,50.0,70.0
Did not vote,13.0,2016,0.0,50.0,70.0,50.0
Did not vote,6.0,2016,99.0,99.0,99.0,99.0
Republican,12.0,2016,60.0,70.0,70.0,50.0
Democrat,27.0,2016,99.0,99.0,99.0,85.0
Democrat,26.0,2016,51.0,71.0,50.0,85.0
Did not vote,48.0,2016,50.0,54.0,57.0,57.0
Democrat,36.0,2016,50.0,50.0,99.0,50.0
Democrat,36.0,2016,60.0,60.0,60.0,50.0
Democrat,39.0,2016,40.0,60.0,97.0,85.0
Republican,22.0,2016,50.0,97.0,70.0,51.0
Democrat,55.0,2016,50.0,9.0,97.0,86.0
Did not vote,39.0,2016,0.0,50.0,85.0,97.0
Republican,24.0,2016,49.0,87.0,51.0,30.0
Democrat,34.0,2016,60.0,50.0,50.0,97.0
Major Third Party,10.0,2016,50.0,60.0,50.0,50.0
Republican,21.0,2016,19.0,85.0,17.0,44.0
Republican,30.0,2016,15.0,85.0,40.0,15.0
Republican,37.0,2016,50.0,49.0,16.0,50.0
Did not vote,5.0,2016,50.0,60.0,50.0,50.0
Did not vote,47.0,2016,99.0,99.0,99.0,99.0
Did not vote,13.0,2016,99.0,99.0,99.0,99.0
Republican,12.0,2016,15.0,97.0,50.0,30.0
Republican,6.0,2016,17.0,20.0,0.0,20.0
Democrat,48.0,2016,60.0,60.0,50.0,70.0
Democrat,41.0,2016,86.0,43.0,97.0,92.0
Democrat,36.0,2016,50.0,30.0,51.0,41.0
Did not vote,13.0,2016,99.0,99.0,99.0,99.0
Did not vote,45.0,2016,99.0,99.0,99.0,99.0
Democrat,39.0,2016,50.0,49.0,83.0,57.0
Democrat,36.0,2016,66.0,37.0,97.0,97.0
Republican,42.0,2016,40.0,85.0,70.0,50.0
Republican,30.0,2016,46.0,76.0,92.0,70.0
Major Third Party,34.0,2016,74.0,51.0,51.0,50.0
Did not vote,12.0,2016,85.0,40.0,97.0,59.0
Democrat,16.0,2016,97.0,14.0,85.0,97.0
Major Third Party,47.0,2016,30.0,70.0,40.0,60.0
Democrat,36.0,2016,90.0,10.0,90.0,90.0
Democrat,36.0,2016,95.0,25.0,95.0,75.0
Did not vote,39.0,2016,0.0,0.0,0.0,0.0
Democrat,48.0,2016,70.0,70.0,50.0,50.0
Democrat,22.0,2016,53.0,51.0,97.0,52.0
Did not vote,9.0,2016,99.0,99.0,99.0,99.0
Did not vote,25.0,2016,99.0,99.0,99.0,99.0
Did not vote,42.0,2016,99.0,99.0,70.0,99.0
Democrat,36.0,2016,65.0,36.0,51.0,69.0
Republican,12.0,2016,0.0,95.0,50.0,50.0
Did not vote,25.0,2016,99.0,99.0,99.0,99.0
Democrat,48.0,2016,99.0,99.0,99.0,99.0
Did not vote,48.0,2016,79.0,75.0,70.0,75.0
Republican,48.0,2016,0.0,97.0,30.0,0.0
Did not vote,4.0,2016,99.0,99.0,99.0,99.0
Democrat,8.0,2016,50.0,53.0,57.0,18.0
Republican,6.0,2016,70.0,60.0,70.0,15.0
Democrat,55.0,2016,59.0,52.0,74.0,61.0
Republican,42.0,2016,40.0,58.0,49.0,59.0
Did not vote,29.0,2016,97.0,30.0,97.0,50.0
Republican,12.0,2016,0.0,97.0,85.0,30.0
Republican,36.0,2016,15.0,70.0,50.0,15.0
Did not vote,47.0,2016,99.0,99.0,99.0,99.0
Democrat,32.0,2016,99.0,99.0,99.0,99.0
Democrat,40.0,2016,97.0,31.0,61.0,61.0
Republican,17.0,2016,47.0,93.0,79.0,78.0
Did not vote,12.0,2016,99.0,99.0,99.0,99.0
Republican,51.0,2016,70.0,85.0,50.0,50.0
Republican,4.0,2016,0.0,0.0,50.0,50.0
Democrat,6.0,2016,97.0,1.0,97.0,97.0
Did not vote,24.0,2016,50.0,50.0,0.0,50.0
Republican,23.0,2016,51.0,97.0,1.0,1.0
Did not vote,4.0,2016,85.0,30.0,85.0,85.0
Republican,28.0,2016,40.0,85.0,40.0,30.0
Democrat,9.0,2016,52.0,50.0,85.0,85.0
Democrat,42.0,2016,65.0,0.0,85.0,95.0
Republican,48.0,2016,70.0,62.0,51.0,61.0
Democrat,10.0,2016,86.0,70.0,40.0,40.0
Republican,6.0,2016,15.0,85.0,30.0,30.0
Republican,24.0,2016,15.0,85.0,40.0,50.0
Republican,47.0,2016,40.0,60.0,40.0,40.0
Republican,21.0,2016,52.0,44.0,78.0,49.0
Republican,37.0,2016,99.0,99.0,99.0,99.0
Democrat,25.0,2016,68.0,61.0,78.0,74.0
Republican,37.0,2016,30.0,97.0,30.0,40.0
Democrat,51.0,2016,85.0,85.0,50.0,85.0
Democrat,42.0,2016,50.0,30.0,50.0,70.0
Republican,12.0,2016,70.0,97.0,75.0,51.0
Republican,36.0,2016,31.0,71.0,42.0,50.0
Did not vote,8.0,2016,99.0,99.0,99.0,99.0
Republican,28.0,2016,0.0,85.0,0.0,40.0
Republican,17.0,2016,70.0,97.0,97.0,50.0
Did not vote,12.0,2016,40.0,70.0,85.0,0.0
Did not vote,12.0,2016,50.0,50.0,50.0,15.0
Democrat,5.0,2016,79.0,15.0,68.0,50.0
Did not vote,27.0,2016,99.0,99.0,99.0,99.0
Democrat,21.0,2016,85.0,40.0,85.0,40.0
Democrat,45.0,2016,88.0,78.0,50.0,50.0
Republican,41.0,2016,41.0,65.0,40.0,51.0
Democrat,37.0,2016,85.0,97.0,87.0,97.0
Democrat,31.0,2016,52.0,69.0,50.0,61.0
Democrat,42.0,2016,70.0,40.0,70.0,70.0
Did not vote,26.0,2016,50.0,50.0,50.0,30.0
Democrat,42.0,2016,50.0,88.0,65.0,50.0
Democrat,39.0,2016,99.0,99.0,99.0,99.0
Did not vote,42.0,2016,60.0,97.0,70.0,85.0
Did not vote,26.0,2016,99.0,99.0,99.0,99.0
Democrat,17.0,2016,85.0,11.0,49.0,85.0
Republican,4.0,2016,16.0,64.0,51.0,33.0
Democrat,22.0,2016,90.0,30.0,97.0,85.0
Republican,27.0,2016,40.0,85.0,50.0,50.0
Major Third Party,55.0,2016,70.0,0.0,85.0,85.0
Did not vote,27.0,2016,60.0,60.0,30.0,97.0
Republican,17.0,2016,97.0,50.0,97.0,71.0
Did not vote,54.0,2016,99.0,99.0,99.0,99.0
Did not vote,26.0,2016,99.0,99.0,99.0,99.0
Did not vote,26.0,2016,60.0,70.0,85.0,70.0
Democrat,6.0,2016,42.0,42.0,51.0,30.0
Did not vote,32.0,2016,50.0,50.0,50.0,40.0
Did not vote,39.0,2016,99.0,99.0,99.0,99.0
Democrat,25.0,2016,97.0,1.0,81.0,86.0
Republican,34.0,2016,50.0,71.0,50.0,30.0
Major Third Party,26.0,2016,50.0,50.0,50.0,50.0
Did not vote,9.0,2016,45.0,60.0,85.0,30.0
Democrat,53.0,2016,60.0,70.0,50.0,85.0
Republican,26.0,2016,31.0,37.0,91.0,29.0
Major Third Party,16.0,2016,50.0,50.0,50.0,75.0
Democrat,34.0,2016,85.0,30.0,97.0,70.0
Major Third Party,25.0,2016,60.0,38.0,50.0,50.0
Republican,51.0,2016,40.0,50.0,40.0,50.0
Democrat,22.0,2016,50.0,50.0,85.0,90.0
Democrat,26.0,2016,50.0,50.0,50.0,50.0
Democrat,26.0,2016,70.0,15.0,97.0,60.0
Democrat,28.0,2016,60.0,85.0,50.0,85.0
Republican,12.0,2016,50.0,50.0,50.0,3.0
Democrat,21.0,2016,70.0,50.0,50.0,97.0
Republican,9.0,2016,0.0,70.0,80.0,0.0
Did not vote,48.0,2016,60.0,30.0,85.0,85.0
Republican,29.0,2016,69.0,52.0,97.0,97.0
Democrat,42.0,2016,70.0,40.0,84.0,60.0
Republican,39.0,2016,56.0,76.0,40.0,52.0
Did not vote,22.0,2016,99.0,99.0,99.0,99.0
Major Third Party,12.0,2016,30.0,84.0,57.0,40.0
Democrat,32.0,2016,70.0,40.0,60.0,60.0
Did not vote,36.0,2016,50.0,3.0,85.0,16.0
Democrat,39.0,2016,66.0,39.0,62.0,31.0
Democrat,4.0,2016,97.0,0.0,70.0,50.0
Did not vote,29.0,2016,50.0,50.0,0.0,50.0
Republican,51.0,2016,77.0,38.0,52.0,6.0
Republican,6.0,2016,40.0,60.0,40.0,40.0
Democrat,47.0,2016,70.0,40.0,85.0,70.0
Republican,12.0,2016,99.0,75.0,67.0,58.0
Did not vote,17.0,2016,52.0,49.0,89.0,50.0
Major Third Party,4.0,2016,40.0,70.0,85.0,60.0
Major Third Party,39.0,2016,50.0,67.0,50.0,39.0
Did not vote,26.0,2016,99.0,99.0,99.0,99.0
Major Third Party,22.0,2016,40.0,40.0,50.0,80.0
Democrat,6.0,2016,50.0,50.0,97.0,95.0
Democrat,39.0,2016,99.0,40.0,97.0,97.0
Democrat,6.0,2016,85.0,30.0,85.0,85.0
Did not vote,23.0,2016,15.0,85.0,97.0,4.0
Did not vote,46.0,2016,60.0,75.0,90.0,15.0
Democrat,6.0,2016,50.0,0.0,50.0,50.0
Republican,22.0,2016,20.0,95.0,35.0,20.0
Democrat,37.0,2016,85.0,43.0,51.0,84.0
Republican,37.0,2016,40.0,40.0,85.0,60.0
Did not vote,32.0,2016,99.0,99.0,99.0,99.0
Did not vote,48.0,2016,50.0,70.0,50.0,60.0
Did not vote,36.0,2016,99.0,99.0,99.0,99.0
Did not vote,34.0,2016,99.0,99.0,99.0,99.0
Did not vote,4.0,2016,99.0,99.0,99.0,99.0
Did not vote,26.0,2016,99.0,99.0,99.0,99.0
Republican,4.0,2016,40.0,85.0,70.0,40.0
Democrat,42.0,2016,70.0,65.0,70.0,85.0
Democrat,13.0,2016,46.0,58.0,30.0,80.0
Republican,9.0,2016,30.0,72.0,53.0,69.0
Democrat,53.0,2016,94.0,15.0,87.0,90.0
Republican,25.0,2016,15.0,85.0,60.0,40.0
Republican,27.0,2016,55.0,65.0,85.0,80.0
Democrat,6.0,2016,97.0,30.0,97.0,97.0
Democrat,26.0,2016,68.0,85.0,97.0,81.0
Did not vote,8.0,2016,1.0,2.0,52.0,52.0
Did not vote,40.0,2016,99.0,99.0,99.0,99.0
Republican,18.0,2016,17.0,85.0,5.0,31.0
Republican,17.0,2016,16.0,60.0,40.0,49.0
Democrat,24.0,2016,0.0,85.0,97.0,60.0
Did not vote,47.0,2016,99.0,99.0,99.0,99.0
Democrat,41.0,2016,75.0,40.0,90.0,85.0
Democrat,48.0,2016,84.0,30.0,97.0,94.0
Democrat,48.0,2016,30.0,30.0,25.0,25.0
Did not vote,2.0,2016,99.0,99.0,99.0,99.0
Major Third Party,42.0,2016,50.0,50.0,85.0,40.0
Did not vote,51.0,2016,40.0,40.0,70.0,70.0
Did not vote,26.0,2016,40.0,40.0,10.0,30.0
Democrat,34.0,2016,85.0,50.0,97.0,97.0
Democrat,19.0,2016,60.0,38.0,60.0,60.0
Democrat,34.0,2016,68.0,52.0,68.0,76.0
Did not vote,55.0,2016,50.0,50.0,70.0,70.0
Democrat,25.0,2016,85.0,30.0,60.0,50.0
Did not vote,17.0,2016,99.0,99.0,99.0,99.0
Did not vote,19.0,2016,53.0,53.0,53.0,53.0
Did not vote,6.0,2016,53.0,49.0,54.0,52.0
Republican,6.0,2016,0.0,97.0,97.0,85.0
Democrat,13.0,2016,50.0,50.0,85.0,70.0
Democrat,5.0,2016,97.0,15.0,97.0,85.0
Republican,33.0,2016,19.0,77.0,42.0,32.0
Democrat,6.0,2016,40.0,60.0,97.0,85.0
Democrat,29.0,2016,97.0,85.0,50.0,85.0
Republican,21.0,2016,48.0,7.0,2.0,2.0
Did not vote,36.0,2016,30.0,49.0,60.0,62.0
Did not vote,12.0,2016,99.0,99.0,99.0,99.0
Did not vote,53.0,2016,45.0,55.0,50.0,40.0
Democrat,18.0,2016,96.0,45.0,97.0,70.0
Democrat,29.0,2016,40.0,61.0,51.0,50.0
Democrat,6.0,2016,97.0,0.0,85.0,85.0
Democrat,21.0,2016,83.0,45.0,86.0,71.0
Republican,37.0,2016,39.0,72.0,81.0,76.0
Democrat,6.0,2016,51.0,36.0,45.0,61.0
Republican,24.0,2016,40.0,70.0,50.0,15.0
Major Third Party,13.0,2016,85.0,50.0,50.0,40.0
Democrat,10.0,2016,85.0,40.0,85.0,60.0
Did not vote,36.0,2016,40.0,70.0,50.0,30.0
Republican,42.0,2016,37.0,84.0,67.0,61.0
Did not vote,29.0,2016,30.0,85.0,97.0,15.0
Republican,20.0,2016,15.0,60.0,30.0,30.0
Democrat,53.0,2016,53.0,53.0,50.0,53.0
Did not vote,12.0,2016,99.0,99.0,99.0,99.0
Democrat,8.0,2016,70.0,20.0,85.0,70.0
Did not vote,36.0,2016,70.0,15.0,85.0,70.0
Major Third Party,39.0,2016,50.0,50.0,50.0,50.0
Republican,53.0,2016,38.0,67.0,61.0,55.0
Did not vote,47.0,2016,85.0,30.0,97.0,0.0
Republican,24.0,2016,0.0,85.0,85.0,50.0
Did not vote,48.0,2016,10.0,15.0,39.0,57.0
Democrat,1.0,2016,85.0,0.0,85.0,97.0
Major Third Party,27.0,2016,40.0,70.0,70.0,99.0
Democrat,6.0,2016,85.0,15.0,85.0,70.0
Democrat,50.0,2016,15.0,30.0,97.0,97.0
Republican,51.0,2016,0.0,97.0,50.0,30.0
Republican,5.0,2016,71.0,61.0,50.0,55.0
Democrat,26.0,2016,85.0,30.0,97.0,97.0
Democrat,21.0,2016,71.0,71.0,97.0,51.0
Republican,48.0,2016,51.0,61.0,50.0,41.0
Republican,53.0,2016,31.0,50.0,2.0,3.0
Did not vote,48.0,2016,53.0,73.0,52.0,53.0
Democrat,48.0,2016,50.0,50.0,50.0,50.0
Democrat,4.0,2016,50.0,40.0,60.0,30.0
Democrat,26.0,2016,60.0,40.0,50.0,60.0
Democrat,34.0,2016,85.0,50.0,70.0,70.0
Democrat,6.0,2016,71.0,0.0,97.0,85.0
Did not vote,42.0,2016,99.0,99.0,99.0,99.0
Did not vote,26.0,2016,64.0,53.0,4.0,19.0
Did not vote,17.0,2016,50.0,50.0,85.0,70.0
Democrat,42.0,2016,51.0,51.0,51.0,10.0
Republican,4.0,2016,40.0,50.0,50.0,50.0
Did not vote,36.0,2016,59.0,41.0,97.0,75.0
Republican,37.0,2016,16.0,60.0,71.0,31.0
Democrat,39.0,2016,32.0,62.0,52.0,83.0
Did not vote,37.0,2016,51.0,51.0,51.0,51.0
Did not vote,21.0,2016,50.0,50.0,50.0,50.0
Did not vote,6.0,2016,99.0,99.0,99.0,99.0
Did not vote,17.0,2016,63.0,41.0,97.0,97.0
Did not vote,13.0,2016,0.0,60.0,50.0,50.0
Major Third Party,36.0,2016,51.0,50.0,50.0,50.0
Did not vote,19.0,2016,60.0,50.0,50.0,70.0
Did not vote,12.0,2016,59.0,50.0,51.0,52.0
Democrat,36.0,2016,80.0,30.0,85.0,75.0
Did not vote,13.0,2016,85.0,40.0,75.0,30.0
Democrat,37.0,2016,70.0,0.0,50.0,70.0
Democrat,55.0,2016,85.0,15.0,60.0,85.0
Did not vote,8.0,2016,99.0,99.0,99.0,99.0
Republican,18.0,2016,20.0,67.0,50.0,40.0
Did not vote,6.0,2016,3.0,2.0,97.0,97.0
Democrat,9.0,2016,85.0,7.0,75.0,75.0
Republican,6.0,2016,52.0,50.0,51.0,50.0
Democrat,4.0,2016,85.0,30.0,70.0,40.0
Did not vote,9.0,2016,50.0,50.0,50.0,50.0
Did not vote,36.0,2016,60.0,15.0,70.0,70.0
Democrat,4.0,2016,97.0,15.0,97.0,97.0
Democrat,41.0,2016,50.0,51.0,30.0,42.0
Did not vote,48.0,2016,88.0,60.0,85.0,53.0
Republican,13.0,2016,0.0,85.0,15.0,15.0
Republican,37.0,2016,50.0,74.0,50.0,50.0
Republican,37.0,2016,61.0,71.0,17.0,85.0
Did not vote,39.0,2016,99.0,99.0,99.0,99.0
Major Third Party,16.0,2016,69.0,37.0,91.0,50.0
Republican,51.0,2016,1.0,51.0,1.0,50.0
Republican,29.0,2016,0.0,70.0,0.0,15.0
Democrat,36.0,2016,60.0,60.0,15.0,60.0
Did not vote,32.0,2016,85.0,60.0,85.0,85.0
Democrat,6.0,2016,97.0,18.0,97.0,97.0
Republican,12.0,2016,40.0,97.0,71.0,50.0
Republican,47.0,2016,70.0,70.0,50.0,50.0
Republican,53.0,2016,73.0,66.0,65.0,42.0
Did not vote,5.0,2016,99.0,99.0,99.0,99.0
Republican,51.0,2016,37.0,85.0,50.0,60.0
Republican,6.0,2016,25.0,83.0,71.0,25.0
Republican,47.0,2016,16.0,97.0,1.0,16.0
Did not vote,19.0,2016,70.0,50.0,85.0,30.0
Democrat,42.0,2016,95.0,70.0,97.0,90.0
Democrat,34.0,2016,50.0,50.0,97.0,97.0
Democrat,6.0,2016,85.0,50.0,97.0,97.0
Democrat,9.0,2016,70.0,40.0,85.0,40.0
Republican,13.0,2016,30.0,60.0,50.0,0.0
Republican,37.0,2016,40.0,50.0,60.0,15.0
Democrat,51.0,2016,48.0,77.0,48.0,75.0
Did not vote,16.0,2016,50.0,50.0,50.0,50.0
Did not vote,40.0,2016,15.0,86.0,55.0,7.0
Did not vote,25.0,2016,99.0,99.0,99.0,99.0
Did not vote,6.0,2016,99.0,99.0,99.0,99.0
Did not vote,48.0,2016,99.0,99.0,99.0,99.0
Democrat,47.0,2016,97.0,15.0,85.0,97.0
Democrat,37.0,2016,75.0,20.0,70.0,80.0
Democrat,42.0,2016,50.0,50.0,70.0,50.0
Democrat,39.0,2016,58.0,50.0,87.0,58.0
Did not vote,26.0,2016,72.0,81.0,74.0,70.0
Major Third Party,46.0,2016,45.0,55.0,45.0,50.0
Did not vote,53.0,2016,70.0,15.0,50.0,15.0
Republican,18.0,2016,50.0,85.0,0.0,0.0
Major Third Party,48.0,2016,50.0,50.0,40.0,50.0
Democrat,4.0,2016,73.0,68.0,57.0,84.0
Democrat,53.0,2016,97.0,42.0,85.0,97.0
Did not vote,53.0,2016,60.0,60.0,80.0,65.0
Did not vote,47.0,2016,99.0,99.0,99.0,99.0
Democrat,21.0,2016,97.0,60.0,50.0,60.0
Did not vote,48.0,2016,50.0,50.0,0.0,50.0
Republican,47.0,2016,1.0,97.0,0.0,51.0
Did not vote,42.0,2016,50.0,50.0,50.0,15.0
Democrat,24.0,2016,97.0,70.0,97.0,85.0
Did not vote,6.0,2016,56.0,40.0,50.0,60.0
