Year_of_Study,Age,Race,Education,Income_Group,State_Code_FIPS,State_Code,Voting_Preference,Urban,birth_year
1988,68,White non-Hispanic,High school,17 to 33 percentile,36,NY,Republican,"Rural, small towns, outlying and adjacent areas",1920
1988,67,White non-Hispanic,DK; NA,34 to 67 percentile,27,MN,Republican,"Rural, small towns, outlying and adjacent areas",1921
1988,78,White non-Hispanic,Some college,34 to 67 percentile,27,MN,Republican,"Rural, small towns, outlying and adjacent areas",1910
1988,34,White non-Hispanic,High school,68 to 95 percentile,1,AL,Republican,Suburban areas,1954
1988,66,White non-Hispanic,College or advanced degree,DK; NA; refused to answer; no Pre IW,6,CA,Republican,"Rural, small towns, outlying and adjacent areas",1922
1988,83,White non-Hispanic,Grade school or less,17 to 33 percentile,6,CA,Republican,"Rural, small towns, outlying and adjacent areas",1905
1988,31,White non-Hispanic,Some college,34 to 67 percentile,55,WI,Republican,Suburban areas,1957
1988,43,White non-Hispanic,College or advanced degree,68 to 95 percentile,36,NY,Democrat,Central cities,1945
1988,40,White non-Hispanic,College or advanced degree,DK; NA; refused to answer; no Pre IW,36,NY,Democrat,Central cities,1948
1988,78,White non-Hispanic,Grade school or less,0 to 16 percentile,42,PA,Democrat,Suburban areas,1910
1988,59,White non-Hispanic,High school,68 to 95 percentile,34,NJ,Republican,Suburban areas,1929
1988,80,White non-Hispanic,High school,34 to 67 percentile,34,NJ,Republican,Suburban areas,1908
1988,83,White non-Hispanic,High school,17 to 33 percentile,33,NH,Democrat,Suburban areas,1905
1988,57,White non-Hispanic,High school,68 to 95 percentile,33,NH,Democrat,Suburban areas,1931
1988,59,White non-Hispanic,High school,0 to 16 percentile,8,CO,Republican,Suburban areas,1929
1988,36,White non-Hispanic,Some college,68 to 95 percentile,55,WI,Republican,Suburban areas,1952
1988,70,White non-Hispanic,College or advanced degree,96 to 100 percentile,36,NY,Republican,Suburban areas,1918
1988,79,White non-Hispanic,High school,34 to 67 percentile,19,IA,Democrat,Suburban areas,1909
1988,44,White non-Hispanic,High school,68 to 95 percentile,41,OR,Republican,Suburban areas,1944
1988,50,Hispanic,College or advanced degree,68 to 95 percentile,36,NY,Democrat,Central cities,1938
1988,50,Black non-Hispanic,High school,34 to 67 percentile,6,CA,Democrat,Suburban areas,1938
1988,55,White non-Hispanic,High school,0 to 16 percentile,25,MA,Democrat,Central cities,1933
1988,57,White non-Hispanic,College or advanced degree,68 to 95 percentile,47,TN,Republican,Suburban areas,1931
1988,26,White non-Hispanic,College or advanced degree,68 to 95 percentile,19,IA,Democrat,Central cities,1962
1988,40,White non-Hispanic,College or advanced degree,68 to 95 percentile,41,OR,Republican,Central cities,1948
1988,37,White non-Hispanic,College or advanced degree,68 to 95 percentile,34,NJ,Republican,Suburban areas,1951
1988,44,"Asian or Pacific Islander, non-Hispanic",College or advanced degree,68 to 95 percentile,34,NJ,Republican,Suburban areas,1944
1988,40,White non-Hispanic,Some college,68 to 95 percentile,6,CA,Democrat,Suburban areas,1948
1988,37,White non-Hispanic,High school,68 to 95 percentile,26,MI,Democrat,"Rural, small towns, outlying and adjacent areas",1951
1988,24,White non-Hispanic,Some college,34 to 67 percentile,26,MI,Republican,"Rural, small towns, outlying and adjacent areas",1964
1988,39,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Major Third Party,Suburban areas,1949
1988,32,White non-Hispanic,High school,34 to 67 percentile,39,OH,Republican,Suburban areas,1956
1988,34,White non-Hispanic,High school,0 to 16 percentile,39,OH,Democrat,Suburban areas,1954
1988,40,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,17,IL,Republican,Suburban areas,1948
1988,21,White non-Hispanic,High school,0 to 16 percentile,42,PA,Republican,Suburban areas,1967
1988,72,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,53,WA,Democrat,Central cities,1916
1988,86,White non-Hispanic,College or advanced degree,DK; NA; refused to answer; no Pre IW,27,MN,Republican,"Rural, small towns, outlying and adjacent areas",1902
1988,17,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,27,MN,Republican,"Rural, small towns, outlying and adjacent areas",1971
1988,44,White non-Hispanic,High school,68 to 95 percentile,25,MA,Republican,Suburban areas,1944
1988,62,White non-Hispanic,College or advanced degree,68 to 95 percentile,55,WI,Republican,Suburban areas,1926
1988,29,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,55,WI,Democrat,Suburban areas,1959
1988,62,White non-Hispanic,High school,34 to 67 percentile,27,MN,Republican,"Rural, small towns, outlying and adjacent areas",1926
1988,45,Black non-Hispanic,College or advanced degree,68 to 95 percentile,13,GA,Democrat,Central cities,1943
1988,55,White non-Hispanic,College or advanced degree,68 to 95 percentile,19,IA,Republican,Central cities,1933
1988,35,White non-Hispanic,Some college,68 to 95 percentile,20,KS,Democrat,"Rural, small towns, outlying and adjacent areas",1953
1988,40,White non-Hispanic,College or advanced degree,68 to 95 percentile,20,KS,Republican,"Rural, small towns, outlying and adjacent areas",1948
1988,51,White non-Hispanic,College or advanced degree,96 to 100 percentile,25,MA,Democrat,Suburban areas,1937
1988,70,White non-Hispanic,Grade school or less,68 to 95 percentile,51,VA,Republican,"Rural, small towns, outlying and adjacent areas",1918
1988,31,White non-Hispanic,College or advanced degree,68 to 95 percentile,55,WI,Democrat,Suburban areas,1957
1988,37,White non-Hispanic,Some college,0 to 16 percentile,56,WY,Republican,"Rural, small towns, outlying and adjacent areas",1951
1988,83,White non-Hispanic,High school,34 to 67 percentile,19,IA,Republican,Central cities,1905
1988,61,White non-Hispanic,Some college,0 to 16 percentile,20,KS,Republican,"Rural, small towns, outlying and adjacent areas",1927
1988,47,Hispanic,High school,68 to 95 percentile,48,TX,Democrat,Suburban areas,1941
1988,63,Hispanic,College or advanced degree,0 to 16 percentile,12,FL,Republican,Central cities,1925
1988,35,Black non-Hispanic,College or advanced degree,34 to 67 percentile,51,VA,Democrat,Central cities,1953
1988,32,White non-Hispanic,High school,68 to 95 percentile,25,MA,Democrat,Suburban areas,1956
1988,72,Hispanic,Grade school or less,0 to 16 percentile,48,TX,Democrat,Suburban areas,1916
1988,38,White non-Hispanic,College or advanced degree,68 to 95 percentile,36,NY,Democrat,"Rural, small towns, outlying and adjacent areas",1950
1988,56,Black non-Hispanic,Some college,34 to 67 percentile,51,VA,Democrat,Central cities,1932
1988,32,Black non-Hispanic,Some college,17 to 33 percentile,12,FL,Democrat,Central cities,1956
1988,50,White non-Hispanic,High school,34 to 67 percentile,48,TX,Democrat,"Rural, small towns, outlying and adjacent areas",1938
1988,56,White non-Hispanic,Some college,0 to 16 percentile,48,TX,Republican,"Rural, small towns, outlying and adjacent areas",1932
1988,33,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Republican,Suburban areas,1955
1988,40,Hispanic,Grade school or less,0 to 16 percentile,48,TX,Democrat,Suburban areas,1948
1988,31,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Republican,Suburban areas,1957
1988,32,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Republican,Suburban areas,1956
1988,40,White non-Hispanic,Some college,68 to 95 percentile,47,TN,Republican,"Rural, small towns, outlying and adjacent areas",1948
1988,26,White non-Hispanic,College or advanced degree,68 to 95 percentile,47,TN,Republican,"Rural, small towns, outlying and adjacent areas",1962
1988,48,White non-Hispanic,High school,68 to 95 percentile,39,OH,Republican,"Rural, small towns, outlying and adjacent areas",1940
1988,46,Black non-Hispanic,High school,0 to 16 percentile,39,OH,Democrat,Central cities,1942
1988,36,White non-Hispanic,Some college,34 to 67 percentile,51,VA,Republican,"Rural, small towns, outlying and adjacent areas",1952
1988,28,Black non-Hispanic,High school,0 to 16 percentile,17,IL,Democrat,Central cities,1960
1988,68,Black non-Hispanic,High school,17 to 33 percentile,48,TX,Democrat,Central cities,1920
1988,70,Black non-Hispanic,High school,0 to 16 percentile,48,TX,Democrat,Central cities,1918
1988,42,Hispanic,College or advanced degree,34 to 67 percentile,6,CA,Democrat,Central cities,1946
1988,32,White non-Hispanic,College or advanced degree,68 to 95 percentile,42,PA,Democrat,Central cities,1956
1988,18,White non-Hispanic,High school,34 to 67 percentile,25,MA,Democrat,Suburban areas,1970
1988,24,White non-Hispanic,High school,68 to 95 percentile,25,MA,Democrat,Suburban areas,1964
1988,34,White non-Hispanic,College or advanced degree,34 to 67 percentile,51,VA,Republican,"Rural, small towns, outlying and adjacent areas",1954
1988,61,White non-Hispanic,Some college,68 to 95 percentile,17,IL,Democrat,Suburban areas,1927
1988,47,White non-Hispanic,College or advanced degree,68 to 95 percentile,42,PA,Democrat,Suburban areas,1941
1988,46,White non-Hispanic,High school,68 to 95 percentile,53,WA,Democrat,Suburban areas,1942
1988,56,White non-Hispanic,Grade school or less,0 to 16 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1932
1988,42,White non-Hispanic,College or advanced degree,34 to 67 percentile,6,CA,Major Third Party,Suburban areas,1946
1988,58,White non-Hispanic,Grade school or less,DK; NA; refused to answer; no Pre IW,29,MO,Democrat,Suburban areas,1930
1988,79,White non-Hispanic,Grade school or less,DK; NA; refused to answer; no Pre IW,29,MO,Republican,Suburban areas,1909
1988,22,White non-Hispanic,Some college,34 to 67 percentile,39,OH,Democrat,Suburban areas,1966
1988,37,Missing,College or advanced degree,68 to 95 percentile,51,VA,Democrat,"Rural, small towns, outlying and adjacent areas",1951
1988,42,White non-Hispanic,Some college,68 to 95 percentile,24,MD,Republican,Suburban areas,1946
1988,61,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,24,MD,Republican,Suburban areas,1927
1988,41,Black non-Hispanic,High school,34 to 67 percentile,13,GA,Democrat,Central cities,1947
1988,51,White non-Hispanic,High school,34 to 67 percentile,42,PA,Republican,Suburban areas,1937
1988,64,White non-Hispanic,Some college,68 to 95 percentile,26,MI,Republican,Suburban areas,1924
1988,41,White non-Hispanic,College or advanced degree,68 to 95 percentile,27,MN,Democrat,"Rural, small towns, outlying and adjacent areas",1947
1988,38,White non-Hispanic,Some college,34 to 67 percentile,27,MN,Democrat,"Rural, small towns, outlying and adjacent areas",1950
1988,81,White non-Hispanic,High school,34 to 67 percentile,19,IA,Democrat,Suburban areas,1907
1988,72,White non-Hispanic,High school,DK; NA; refused to answer; no Pre IW,19,IA,Democrat,Suburban areas,1916
1988,44,White non-Hispanic,High school,34 to 67 percentile,5,AR,Republican,"Rural, small towns, outlying and adjacent areas",1944
1988,51,Hispanic,Grade school or less,34 to 67 percentile,48,TX,Democrat,Central cities,1937
1988,72,White non-Hispanic,Some college,17 to 33 percentile,27,MN,Republican,"Rural, small towns, outlying and adjacent areas",1916
1988,52,White non-Hispanic,High school,17 to 33 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1936
1988,29,Black non-Hispanic,College or advanced degree,34 to 67 percentile,13,GA,Democrat,Central cities,1959
1988,54,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Republican,Suburban areas,1934
1988,35,White non-Hispanic,College or advanced degree,68 to 95 percentile,41,OR,Democrat,Central cities,1953
1988,35,White non-Hispanic,College or advanced degree,68 to 95 percentile,41,OR,Democrat,Central cities,1953
1988,20,"American Indian or Alaska Native, non-Hispanic",Some college,0 to 16 percentile,41,OR,Democrat,Central cities,1968
1988,46,White non-Hispanic,Some college,96 to 100 percentile,26,MI,Republican,"Rural, small towns, outlying and adjacent areas",1942
1988,65,Black non-Hispanic,College or advanced degree,DK; NA; refused to answer; no Pre IW,51,VA,Republican,Central cities,1923
1988,34,White non-Hispanic,Some college,34 to 67 percentile,12,FL,Republican,Suburban areas,1954
1988,42,White non-Hispanic,Some college,68 to 95 percentile,12,FL,Republican,Suburban areas,1946
1988,43,Black non-Hispanic,College or advanced degree,68 to 95 percentile,24,MD,Democrat,Central cities,1945
1988,57,White non-Hispanic,College or advanced degree,68 to 95 percentile,24,MD,Democrat,Suburban areas,1931
1988,70,Black non-Hispanic,High school,0 to 16 percentile,24,MD,Democrat,Central cities,1918
1988,58,Hispanic,DK; NA,0 to 16 percentile,26,MI,Republican,"Rural, small towns, outlying and adjacent areas",1930
1988,37,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,6,CA,Republican,Suburban areas,1951
1988,70,White non-Hispanic,Grade school or less,17 to 33 percentile,36,NY,Democrat,Suburban areas,1918
1988,72,White non-Hispanic,High school,68 to 95 percentile,56,WY,Democrat,"Rural, small towns, outlying and adjacent areas",1916
1988,62,White non-Hispanic,Grade school or less,17 to 33 percentile,29,MO,Republican,Suburban areas,1926
1988,27,White non-Hispanic,High school,68 to 95 percentile,47,TN,Democrat,"Rural, small towns, outlying and adjacent areas",1961
1988,36,Black non-Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,Central cities,1952
1988,34,White non-Hispanic,College or advanced degree,68 to 95 percentile,48,TX,Democrat,Central cities,1954
1988,38,White non-Hispanic,Some college,34 to 67 percentile,36,NY,Republican,"Rural, small towns, outlying and adjacent areas",1950
1988,35,Black non-Hispanic,High school,0 to 16 percentile,26,MI,Democrat,Central cities,1953
1988,38,White non-Hispanic,High school,34 to 67 percentile,33,NH,Republican,Central cities,1950
1988,71,White non-Hispanic,Grade school or less,34 to 67 percentile,55,WI,Republican,"Rural, small towns, outlying and adjacent areas",1917
1988,23,White non-Hispanic,High school,34 to 67 percentile,18,IN,Democrat,Suburban areas,1965
1988,58,White non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,Suburban areas,1930
1988,64,White non-Hispanic,College or advanced degree,0 to 16 percentile,47,TN,Republican,Suburban areas,1924
1988,41,White non-Hispanic,Some college,68 to 95 percentile,17,IL,Republican,Suburban areas,1947
1988,43,White non-Hispanic,Some college,34 to 67 percentile,26,MI,Republican,Suburban areas,1945
1988,60,Black non-Hispanic,High school,34 to 67 percentile,36,NY,Democrat,Suburban areas,1928
1988,31,White non-Hispanic,College or advanced degree,68 to 95 percentile,1,AL,Republican,Suburban areas,1957
1988,31,White non-Hispanic,Some college,DK; NA; refused to answer; no Pre IW,1,AL,Republican,Suburban areas,1957
1988,52,White non-Hispanic,College or advanced degree,68 to 95 percentile,6,CA,Democrat,Suburban areas,1936
1988,71,White non-Hispanic,High school,34 to 67 percentile,42,PA,Democrat,Suburban areas,1917
1988,35,White non-Hispanic,DK; NA,34 to 67 percentile,27,MN,Democrat,"Rural, small towns, outlying and adjacent areas",1953
1988,62,White non-Hispanic,High school,34 to 67 percentile,27,MN,Democrat,"Rural, small towns, outlying and adjacent areas",1926
1988,34,White non-Hispanic,High school,34 to 67 percentile,56,WY,Republican,"Rural, small towns, outlying and adjacent areas",1954
1988,26,White non-Hispanic,Some college,34 to 67 percentile,13,GA,Democrat,"Rural, small towns, outlying and adjacent areas",1962
1988,48,White non-Hispanic,High school,34 to 67 percentile,42,PA,Republican,Central cities,1940
